title,perex,label
"Вадим Евсеев: «На данный момент каждое очко «Уфа» приобретает, а не теряет»",Главный тренер «Уфы» Вадим Евсеев подвел итоги матча 27-го тура РПЛ с «Крыльями Советов» (1:1).,Reaction
"Serie A Fiorentina, Montella: «I ragazzi sono in difficoltà emotiva»","Il tecnico viola dopo il ko nel derby: «Niente gira come deve, sembra una maledizione. Critiche? Me le aspetto perchè conta il risultato, ma l&#039;impegno c&#039;è e su questo non posso rimproverare nulla»",Reaction
"Serie A Empoli, Andreazzoli: «Una soddisfazione che meritavamo»","Il tecnico dopo la vittoria nel derby: «Avevo chiesto ai ragazzi di giocare senza pensare alla classifica. Questa è un successo che rimane. Conte? E&#039; nato un rapporto d&#039;amicizia»",Reaction
"Marxen efter 1-1 mod Sønderjyske: Det var ikke godt, men vi fik et brugbart resultat","Erik Marxen var ikke tilfreds med sit holds præstation, men var lykkelig for det udemærkede resultat inden returopgøret.
 
",Reaction
"Stoican a rupt tăcerea după meciul cu FC Voluntari! Anunţul făcut în direct la TV, după ce s-a spus că va pleca de la Poli Iaşi","FC Voluntari a remizat pe teren propriu cu cei de la Poli Iaşi, scor 0-0, astfel că ambele echipe rămân în ”hora” pentru evitarea retrogradării. Dunărea Călăraşi este echipa care a avansat în această etapă, după victoria cu Dinamo, scor 1-0. Cristiano Bergodi, tehnicianul...",Reaction
Utilfreds Absalonsen efter 1-1 mod Randers: Vi scorer ikke på vores chancer,"Johan Absalonsen var meget utilfreds med resultatet af kampen, som skulle være afgjort inden Randers scorede til 1-1.
 
",Reaction
Sønderjyske-træner sender favoritværdighed til Randers,"Sønderjyske var søndag det dominerende mandskab, men måtte alligevel nøjes med 1-1 på hjemmebane mod Randers FC i Superligaens Europa-playoff.
Med det uafgjorte resultat står sønderjyderne ikke med et…",Reaction
Eden Hazard overtakes Jadon Sancho in Europe’s assist charts during Chelsea’s win against Watford,What a player.,Reaction
Giampaolo: “Meritavamo di più Chiudere in modo dignitoso”,"Giampaolo: “Meritavamo di più Chiudere in modo dignitoso”
Le parole dell’allenatore dopo la partita con il Parma",Reaction
"Huddersfield 1-1 Man Utd: We don&#039;t deserve top four - Ole Gunnar Solskjaer","Ole Gunnar Solskjaer says it &quot;hurts&quot; as Manchester United&#039;s top four hopes came to an end as they were held to a draw at relegated Huddersfield.",Reaction
"Chelsea 3-0 Watford: Loftus-Cheek can be one of Europe&#039;s best - Sarri","Chelsea boss Maurizio Sarri says midfielder Ruben Loftus-Cheek &quot;can be one of Europe&#039;s best players&quot; after the Englishman played a starring role in his side&#039;s 3-0 win over Watford.",Reaction
Huddersfield vs Manchester United: Ole Gunnar Solskjaer sends warning to under-performing players,Solskjaer conceded that the draw with Huddersfield may be the end of some United careers,Reaction
"Foot - L1 - Toulouse - Alain Casanova, l&#039;entraîneur de Toulouse, après le nul contre Rennes : « On méritait les trois points »","Alain Casanova, l&#039;entraîneur du TFC, a concédé « quelques regrets »...",Reaction
Ole Gunnar Solskjaer warns some Man United stars have already played their last game for the club,"Ole Gunnar Solskjaer issued an ominous warning to his players – claiming Manchester United may have &#039;seen the last&#039; of their misfiring stars.",Reaction
Foot - L1 - Dijon - Antoine Kombouaré (Dijon) : « Une défaite qui fait mal »,"L&#039;entraîneur de Dijon, Antoine Kombouaré, accusait le coup après la...",Reaction
Foot - L1 - Rennes - Stéphan après le nul de Rennes à Toulouse : « Une preuve de caractère »,"L&#039;entraîneur de Rennes, Julien Stéphan, a apprécié la réaction de ses...",Reaction
Trener GKS-u 1962 Jastrzębie szczerze o błędach: Nie trafiliśmy ze składem,"GKS 1962 Jastrzębie przegrał z ŁKS-em 0:2. Zobacz, co na konferencji prasowej powiedzieli szkoleniowcy obu zespołów.
Artykuł Trener GKS-u 1962 Jastrzębie szczerze o błędach: Nie trafiliśmy ze składem pochodzi z serwisu Dziennik Sport.",Reaction
"Foot - ANG - MU - Ole Gunnar Solskjaer (Manchester United) : « Nous n&#039;avons pas été assez bons »","Tenu en échec par Huddersfield (1-1), dimanche après-midi, Manchester...",Reaction
Грасия о 0:3 от «Челси»: «Уотфорд» не заслужил такого результата»,Главный тренер «Уотфорда» Хави Грасия поделился мыслями о поражении от «Челси» (0:3).,Reaction
"Serie A Parma, D&#039;Aversa: «Bravi i ragazzi a reagire, non era facile»","Il tecnico ducale: «Ma dovevamo gestire meglio il vantaggio iniziale. Siamo quasi salvi, qui si parlava addirittura d&#039;Europa, ma non bisogna sminuire il lavoro di questi ragazzi»",Reaction
"Foot - L1 - Amiens - Christophe Pelissier, l&#039;entraîneur d&#039;Amiens, après le nul à Montpellier : « De grosses valeurs »","L&#039;entraîneur d&#039;Amiens, Christophe Pelissier, a apprécié le...",Reaction
"Streich über VAR: Schiedsrichter &quot;immer verrückter&quot;","Trainer Christian Streich vom Bundesligisten SC Freiburg sieht den Videobeweis nach den ständigen Debatten der vergangenen Wochen zunehmend kritisch.&quot;Die Schiedsrichter werden langsam immer verrückter, weil sie nicht mehr wissen, was sie machen sollen&quot;, sagte Streich am Sonntag nach dem 1:1 (1:1) gegen Fortuna Düsseldorf.&quot;Wir sind auf dem völlig falschen Weg, wir müssen zurück zum Fußball. So geht es nicht. Das Spiel ist nicht mehr so wie es war&quot;, äußerte der 53-Jährige: &quot;Alles steht im Mittelpunkt - nur nicht mehr der Fußball. Die Schiedsrichter werden immer unsicherer. Man hat gedacht, dass mit der Technologie alles besser wird - aber jetzt sieht man, dass da auch nur Menschen am Werk sind.&quot;",Reaction
"Suka Tak Suka, Memang Beginilah Level Man United Saat Ini",Manchester United dipastikan gagal ke Liga Champions usai diimbangi Huddersfield Town. Ole Gunnar Solskjaer mengakui MU tertinggal dari para rival besar.,Reaction
"Serie A Atalanta, Gasperini: «Tiferò Genoa come sempre, stavolta un po&#039; di più»","Il tecnico nerazzurro dopo il successo Champions in casa della Lazio: «Una vittoria importantissima, ora ci crediamo ancora di più. Coppa Italia? Andrebbe nel curriculum, ma i trofei sono anche i risultati importanti raggiunti dalla squadra»",Reaction
Inzaghi: «Atalanta più lucida. Europa? Ci arriveremo»,Il tecnico della Lazio dopo il ko contro la squadra di Gasperini che ha minato la possibilità di un posto in Champions: «Abbiamo due strade per un posto Uefa»,Reaction
"Serie A Atalanta, Gasperini stuzzica Ranieri: «Non me ne voglia, ma io tiferò Genoa»","Il tecnico nerazzurro: «Contro la Lazio una vittoria importantissima, crediamo ancora di più alla Champions. Coppa Italia? Andrebbe nel curriculum, ma i trofei sono anche i risultati importanti raggiunti dalla squadra»",Reaction
Inzaghi: «La Lazio ha ancora due strade per arrivare in Europa»,Il tecnico biancoceleste dopo il ko contro l’Atalanta che ha pregiudicato la corsa Champions: «Questa squadra deve centrare un posto Uefa. O con la Coppa Italia o con il settimo posto»,Reaction
"Inzaghi, abbiamo due strade per l&#039;Europa","Tecnico Lazio &quot;Atalanta ha meritato, è stata più lucida&quot;",Reaction
"Δώνης: &quot;Δεν είναι ξεκάθαρο το τοπίο&quot;","Ο Γιώργος Δώνης εξήγησε ότι ο Παναθηναϊκός πρέπει να δει κατάματα την πραγματικότητα, ενώ μίλησε για το κλίμα που διαμορφώθηκε μετά το ντέρμπι με τον Ολυμπιακό.",Reaction
"Δέλλας: «Πετύχαμε τους στόχους μας, θα απολαύσει καρπούς και ο Παναθηναϊκός...»","Ο Τραϊανός Δέλλας αναφέρθηκε στους δυο στόχους που είχαν τεθεί για τον φετινό Παναιτωλικό και χαρακτήρισε επιτυχημένη τη χρονιά, λίγο μετά το 4-0 από τον Παναθηναϊκό στο ΟΑΚΑ. «Ήθελα να δώσω χρόνο στον σύλλογο να βρει τον καταλληλότερο, θα απολαύσει και ο Παναθηναϊκούς τους καρπούς των προσπαθειών του» είπε μεταξύ άλλων.",Reaction
"Δέλλας: &quot;Η σεζόν είναι πετυχημένη&quot;",Ο Τραϊανός Δέλλας εξήγησε με ποιο τρόπο μπορεί να επιβιώσει ο Παναιτωλικός και σχολίασε τη δουλειά του Δώνη στον Παναθηναϊκό.,Reaction
"Foot - L1 - Montpellier - Michel Der Zakarian (Montpellier) : « Pour moi, ce but était valable »","Michel Der Zakarian, l&#039;entraîneur de Montpellier, regrette que le but...",Reaction
"&quot;Gute Fügung&quot;: Nazarov sichert Aues Klassenerhalt","Wild gestikulierend stand Aues Coach Daniel Meyer in der 60. Spielminute an der Seitenlinie. Was war passiert? Schiedsrichter Pascal Müller entschied kurz vorher auf Elfmeter für die Veilchen und zufällig stand gerade ein gewisser Dimitrij Nazarov zur Einwechslung bereit. Exakt 21,04 Sekunden später verwandelte der Elfer-Spezialist zur 2:1-Führung gegen Jahn Regensburg und sicherte Aue somit den Klassenerhalt.",Reaction
"Gyau: &quot;Man weiß nie, was passieren kann&quot;",Durch den 2:0-Erfolg bei Holstein Kiel sendete der MSV Duisburg im Abstiegskampf mal wieder ein Lebenszeichen. Doch bei vier Punkten Rückstand auf den Relegationsplatz benötigt es weiterhin ein kleines Wunder bei zwei ausstehenden Spielen. Immerhin: Der erste Schritt dafür ist getan - und der Glaube daran vorhanden.,Reaction
Foot - L1 - Saint-Etienne - Rémy Cabella (Saint-Etienne) : «Un sacré coup de pression»,"L&#039;attaquant de Saint-Etienne, Rémy Cabella, buteur lors de la...",Reaction
"Sampdoria, Giampaolo avvisa: &quot;Se non si cresce vado via&quot;","Dopo il pareggio contro il Parma, l&#039;allenatore della Sampdoria Marco Giampaolo si sfoga: &quot;Un altro anno nell&#039;anonimato non ci sto a viverlo&quot;.",Reaction
Baroni: “Un peccato Non c’è molto da dire”,"Baroni: “Un peccato Non c’è molto da dire”
Le parole dell’allenatore dopo la partita contro il Sassuolo",Reaction
"Serie A Frosinone, Baroni: «In stagione ci è mancata la continuità»","L&#039;allenatore dei ciociari: «Non penso al futuro, ma al presente. Pensiamo a far bene le ultime tre partite, per la proprietà e per i tifosi»",Reaction
"Serie A Frosinone, Baroni: «La matematica ci retrocede, pensiamo a far bene le ultime tre»","Il tecnico giallazzurro: «Cosa ci è mancato in stagione? La continuità. Non penso al futuro, solo al presente»",Reaction
Hoki-vb: Meg kell találni a felfelé vezető utat – Majoross,"A Kazahsztán elleni záró mérkőzésen nyújtott teljesítménnyel elégedett Majoross Gergely, a Nur-Szultanban rendezett divízió 1/A jégkorong-világbajnokságon ötödik helyen záró magyar férfiválogatott megbízott szövetségi kapitánya, az egész vb-n látott helyzetkihasználással viszont már korántsem. A három hete szükségből előlépő tréner úgy véli, kicsit irányát veszítette a csapat az ��vek során, és talán a célkitűzéseken is módosítani kellene.",Reaction
Hruška po kostrbaté výhře: Teď si to chceme na férovku rozdat se Slavií,"Plzeňským se v úvodním zápase nadstavby nic nedařilo. Kupili chybu za chybou, na útočné polovině nedokázali vydržet dlouho. Jablonec mohl na gól z 11. minuty navázat několika dalšími trefami. Jenže v cestě mu stál jediný problém. Brankář Viktorie Aleš Hruška lapil několik gólovek Severočechů. Jen díky němu domácím žila šance na obrat. A ten nakonec přišel. „Pokud bychom dostali na 2:0, tak je to hotové, oni by odtud jeli s vítězstvím. My jsme za stavu 1:0 stále mohli věřit, že s tím něco uděláme. To se nakonec stalo,“ popisoval gólman a hrdina v jedné osobě po vítězství 2:1.",Reaction
